Kingdom,Phylum,Class,Order,Family,Genus,Species,Red List status,Year assessed
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KYPHOSIDAE,Kyphosus,sectatrix,LC,2015
PLANTAE,TRACHEOPHYTA,CYCADOPSIDA,CYCADALES,CYCADACEAE,Cycas,seemannii,VU,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,selago,NT,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Myctophum,selenops,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Pomacanthus,semicirculatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Stiphodon,semoni,DD,2012
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Labidodemas,semperianum,LC,2013
ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Pastinachus,sephen,DD,2009
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,septuiclavis,NT,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,serailia,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Canavalia,sericea,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Gempylus,serpens,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Xylosma,serpentinum,VU,1998
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,serratirostris,LC,2013
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,NAJADALES,CYMODOCEACEAE,Cymodocea,serrulata,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Alticus,sertatus,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Alternanthera,sessilis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Xiphasia,setifer,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Neisosperma,sevenetii,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,sexfasciatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,sexmaculata,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Pomacanthus,sexstriatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Stanulus,seychellensis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coelorinchus,shcherbachevi,DD,2010
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Graciliscincus,shonae,VU,2011
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Hemistomia,shostakovichi,CR,2011
ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Kogia,sima,DD,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Celatiscincus,similis,EN,2011
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,similis,DD,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,similis,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Plerogyra,simplex,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,simplex,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Melamphaes,simus,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,sinensis,LC,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,sinensis,LC,2014
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ORCHIDALES,ORCHIDACEAE,Spiranthes,sinensis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Cheilodipterus,singapurensis,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Heniochus,singularius,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Plerogyra,sinuosa,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,sladeni,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Homalium,sleumerianum,VU,1998
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,slevini,EN,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Chauliodus,sloani,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Rhabdoblennius,snowi,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Acanthocybium,solandri,LC,2011
ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,solandri,VU,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,solandri,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,solida,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,solitaryensis,VU,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,somaliensis,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Meryta,sonchifolia,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,sonnerati,LC,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,sp. nov. 'calcarea',VU,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,sp. nov. 'dagostini',EN,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RUBIALES,RUBIACEAE,Guettardella,sp. nov. 'durisylvatica',EN,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,sp. nov. 'lepredourii',CR,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,sp. nov. 'metzdorfii',EN,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""calcicola""",EN,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""letocartiorum""",CR,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""longistyla""",EN,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""mackeei""",CR,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""memaoyaensis""",CR,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""neocaledonica""",NT,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""pouemboutensis""",CR,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""taomensis""",VU,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,"sp. nov. ""tronchetii""",VU,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BIGNONIACEAE,Dolichandrone,spathacea,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,spathulata,LC,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,speciosa,LC,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pachyseris,speciosa,LC,2014
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Acrostichum,speciosum,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Hirundichthys,speculiger,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,speculum,LC,2010
ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Haliastur,sphenurus,LC,2012
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,TAXACEAE,Austrotaxus,spicata,NT,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippichthys,spicifer,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,spicifera,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,spiloparaea,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,spilotoceps,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,spilurus,LC,2012
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,spinea,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,NEOCERATIIDAE,Neoceratias,spinifer,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Sargocentron,spiniferum,LC,2016
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,ISOSTICTIDAE,Isosticta,spinipes,LC,2009
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Tylerius,spinosissimus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,spinus,LC,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Hydrophis,spiralis,LC,2010
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,CYPERACEAE,Eleocharis,spiralis,LC,2011
ANIMALIA,MOLLUSCA,CEPHALOPODA,SPIRULIDA,SPIRULIDAE,Spirula,spirula,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LEIOGNATHIDAE,Eubleekeria,splendens,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,BERYCIDAE,Beryx,splendens,LC,2015
ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,splendidus,DD,2009
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,splendidus,LC,2015
ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,spodiopygius,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,spongiosa,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,spongodes,LC,2008
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,sponsalis,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,spumosa,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Norfolkia,squamiceps,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIMORPHA,NERITIDAE,Neritina,squamipicta,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Pycnocraspedum,squamipinne,LC,2010
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Scyllarides,squammosus,LC,2011
ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,CARDIIDAE,Tridacna,squamosa,LR/cd,1996
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,squamosa,EN,1998
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,squatarola,LC,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Lioscincus,steindachneri,EN,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,stellata,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,stellatus,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,stelligera,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,stellulata,VU,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,PITTOSPORACEAE,Pittosporum,stenophyllum,EN,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,stephensoni,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Ecsenius,stictus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Cirripectes,stigmaticus,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,stokesi,NT,2008
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Astrotia,stokesii,LC,2010
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Anous,stolidus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Narcetes,stomias,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Ditropichthys,storeri,DD,2015
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,striata,LC,2012
ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Butorides,striata,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,striatellus,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,EUPULMONATA,ELLOBIIDAE,Melampus,striatus,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,striatus,LC,2012
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,striatus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Entomacrodus,striatus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ANTENNARIIDAE,Antennarius,striatus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Siokunichthys,striatus,DD,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,CENTRISCIDAE,Aeoliscus,strigatus,DD,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,strigiventer,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,striolatus,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,stupa,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,stutchburyi,LC,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Rhizophora,stylosa,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,ELAEOCARPACEAE,Sloanea,suaveolens,VU,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Podonephelium,subaequilaterum,CR,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,subfalcata,EN,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,subglabra,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,DRAPARNAUDIIDAE,Draparnaudia,subnecata,CR,1996
ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Melamphaes,suborbitalis,DD,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Stylophora,subseriata,LC,2008
ANIMALIA,MOLLUSCA,GASTROPODA,EUPULMONATA,ELLOBIIDAE,Auriculastra,subula,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,subulata,LC,2008
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria,subulata,NT,2010
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,sufflava,DD,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,suggesta,LC,2008
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Nephropsis,suhmi,LC,2011
ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE,Sula,sula,LC,2012
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Callitris,sulcata,EN,2010
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Nephropsis,sulcata,LC,2011
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,sulcatus,LC,2013
ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,sulcirostris,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Xanthostemon,sulfureus,VU,1998
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Sterna,sumatrana,LC,2015
ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,superciliosa,LC,2012
ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,superciliosus,VU,2009
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,superficialis,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Leiorhagium,supernum,VU,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Bolinichthys,supralateralis,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,suratensis,LC,2013
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,surda,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LOBOTIDAE,Lobotes,surinamensis,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,swainsoni,DD,2013
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,Podocarpus,sylvestris,LC,2010
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Eurydactylodes,symmetricus,EN,2010
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,CYPERACEAE,Schoenoplectus,tabernaemontani,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,tabl,LC,2015
ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Zapornia,tabuensis,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Diplophos,taenia,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Aspidontus,taeniatus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Novaculichthys,taeniourus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Neopomacentrus,taeniurus,DD,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Ceriops,tagal,LC,2010
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,tahitica,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Polyphyllia,talpina,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Redigobius,tambujon,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,PITTOSPORACEAE,Pittosporum,tanianum,CR,2004
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,WINTERACEAE,Zygogynum,tanyostigma,VU,1998
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Marmorosphax,taom,CR,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Plagiotremus,tapeinosoma,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CREEDIIDAE,Chalixodytes,tauensis,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,tauvina,DD,2008
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,Falcatifolium,taxoides,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Pseudosiderastrea,tayami,NT,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Brachaluteres,taylori,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OPISTHOPROCTIDAE,Winteria,telescopa,LC,2015
ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,LC,2012
ANIMALIA,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,tenera,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Acentronura,tentaculata,LC,2016
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,tenuidens,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Lampanyctus,tenuiformis,LC,2015
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Acanthacaris,tenuimana,LC,2011
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RUBIALES,RUBIACEAE,Cyclophyllum,tenuipes,VU,1998
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,tenuirostris,EN,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,tenuis,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,tenuis,LC,2014
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,tenuissima,DD,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,teramachii,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,terebra,LC,2013
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Caledoniscincus,terma,VU,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,termophilus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Thamnaconus,tessellatus,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Ecsenius,tessera,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,tessulatus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocheilinus,tetrataenia,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Haptenchelys,texis,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,textile,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Entomacrodus,thalassinus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Terapon,theraps,LC,2011
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Neisosperma,thiollierei,CR,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Norfolkia,thomasi,LC,2014
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Dierogekko,thomaswhitei,CR,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,thompsoni,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,tibicen,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Sargocentron,tiere,LC,2016
